content,score,at
"Akun saya tidak bisa login kenapa? Sudah coba berkali kali dengan nomer HP ,tapi belum dapat kode verifikasi nyaa Apakah bisa di bantu???sudah 3 hari",1,2024-04-24 21:54:42
sangat baik,2,2024-04-24 21:28:48
Gak bisa log in!!! Sudah dicoba berulang kali dan memasukkan nomor telepon yang benar tetap tidak bisa login!! Bagaimana saya mau memesannya!,2,2024-04-24 20:31:47
Maxim dak do otak percuma saya jadi anggota kmu tapi sifat kau sangat buruk sama anggota mu tidak puas Sayo dengar yo,1,2024-04-24 19:49:21
Lain kali kalau sudah 1 jam menunggu gak ada yg ambil pesanan tolong kasih tombol batalkan yg bermutu agas pesasan bisa di batalkan,1,2024-04-24 19:03:05
aplikasi ga guna. banyak penipuan tp ga di tindak!!,1,2024-04-24 18:22:46
"susah bngt ngisi data profill, gmna mau pesan klo profilnya aja susah buat diisi, pas udh diisi malah ""tanggal lahir salah"" pdhl saya ngisinya nama saya itu pun gbisa. sllu tulisannya ""tanggal lahir salah"" gimana ini??",2,2024-04-24 18:01:59
"Saya kasih bintang 1 karena setiap mencantumkan lokasi selalu error, jadi tolong di perbaiki ya🙏🙏",1,2024-04-24 17:59:59
Saya drivernya cape anyeb banget akun taxsee saya. Ga ada berubahnya dari dulu. Nyiksa orang aja,1,2024-04-24 17:55:15
Gk ada yang nyangkut kalo hujan pake drive maxim.udah tau telat kerja .gk ada satupun yang mau. Kecewa berat buat Maxim Tasik.tolong di perhatikan!!,1,2024-04-24 17:44:13
Saya kecewa dengan aplikasi kenapa gak bisa bayar pakai e wallet,2,2024-04-24 17:39:10
"Mahal bnget cok tiba' aja naik drastis dari 10 ke 15 rbu, klo mobil 25 ke 35👎",1,2024-04-24 16:15:36
"Mohon segera di update,saya sebagai driver sangat menunggu dari update yang sangat di prioritas kan yaitu, pertama : Harus mengaktifkan Lokasi terlebih dahulu, yang kedua : tolong update pada panggilan kepada customer di apk Maxim driver. SEGERA",1,2024-04-24 13:26:26
baik,1,2024-04-24 12:21:07
Sudah kesekian kali saya cancel orderan hanya karena terlalu lama mencari pelaksana/kurir hampir satu jam tidak ada tanggapan,1,2024-04-24 12:04:28
"Apa gunanya maxim wallet kaspro??? Mau order makanan,tapi pembayaran tunai. Order ojek, kadang driver minta bayar cash aja. Mau belanja gak bisa, jadi mati duit saya di maxim kaspro, gak bisa di tarik,gak bisa TF, gak bisa beli pulsa. Tak ada gunanya maxim wallet.",1,2024-04-24 11:10:41
Burik parah,1,2024-04-24 08:44:35
Rada soak udah 2 kali nemu driver culas yg naikin harga barang yg di beli. pada nakal drivernya duh tolong dong untuk pengeurs maxsim tolong tegasin lagi para drivernya jangan culas nggak berkah.. saya pernah negur loh tapi malah nyolot dan dari pada ribut saya bayar aja jelas saya kecewa harga biasanya di kali dua jadi saya suruh bayar yg harganya di mahalin,2,2024-04-24 07:46:51
Kno ini error. Tiba2 keluar sendri.,2,2024-04-24 07:18:23
"Rute buat apk ini , sedikit lamaa oh ya kdgng sifat ny ga pd asik🙏🏻 Apk nya jg aga ngeleg🙏🏻🗿",2,2024-04-24 07:12:11
KEBNYAKAN CARI DRIVER / PELAKSANA JAUH DARI TITIK JEMPUT MALAH DRIVER KADANG DARI TITIK ANTAR ... LAH APLIKASI PE'AK PERSETAN DENGAN DRIVER PRIORITASMU 💩💩💩,1,2024-04-24 06:01:54
Aplikasi d perbaiki..susah skali d cancel.. Bahaya bagi driver dan costumer,1,2024-04-24 01:44:53
saya hampir mau mati dibuat driver nya mohon lh buat diingatkan supaya tdk terjadi lagi kecewa btl liat maxim meskipun cepat sampe tp nyawa saya hampir ilang dibuat,1,2024-04-23 23:47:57
Kepada yth PT maxim Indonesia saya mau tanya apakah di wajibkan memakai fake gps palsu ke 2 apakah diwajibkan maxim untuk membuat orderan palsu ke 3 apakah di wajibkan customer tdk di angkat TLP dari driver saya curiga sama driver driver taxsee tolong di bela saya menggapa saya terus di ganggu sama maxim di kota Binjai Sumatera Utara ini real no hoax berapa kale saya mendapatkan orderan fiktif dari sesama driver percuma saya gomong tapi kalian buang badan tdk perduli dengan saya di hina orang,1,2024-04-23 23:34:29
pesen mobil gada yang mau terima orderan . mentang² harga cuma 11.500 beda sama grab walau harga selisih 10rb . tp memuaaskan . bye maxim,1,2024-04-23 21:27:45
Supir maxim pada belagu orderan ga pada di ambil,1,2024-04-23 19:55:45
Tolong perbaiki sekali lagi.. saya mo cb pesan makanan tp pas dibatalin ngga bisa lalu cari pengemudinya jg susah banget kek pada ngga mau.. pas saya batalin disuruh edit pas edit malah dibilang pesan 2.. ngga jelas,1,2024-04-23 19:10:00
"apk jelek, mapsnya gak bener!!! Gaush pake kalo gak mau rugi",1,2024-04-23 19:05:41
sangat baik,2,2024-04-23 18:09:13
Apliaksi jelek,1,2024-04-23 17:56:52
Oi kontl klo di batalin jgn di tmbah lagi biayanyoo memang tlol nk untung kauni,1,2024-04-23 17:55:35
"Wah kacau maxim ini, uda topup kaspro wallet ga bisa masuk terlanjur order non tunai tiba2 jadi tunai, bikin malu kita aja bos kan kasian driver kl di cancel!",1,2024-04-23 17:20:20
"Alamat kurang ,",1,2024-04-23 16:51:11
Nunggu kode ngga masuk masuk,2,2024-04-23 16:45:39
"Aplikasi lag, driver merajok. Fix 🤣🤣🤣👎",1,2024-04-23 16:30:29
"Tolong di perbaiki kadang eror, Pesan makanan ternyata yg datang driver tangan kosong.hadi tolong perbaiki sistemnya dan juga kalo sudah pesan gx bisa dibatalkan",1,2024-04-23 16:26:36
Tolong proses akun atas nama arief maulana yusuf Dia penipu Akun: 85272143 Tolong proses dia penipu,1,2024-04-23 16:15:00
Maps bermasalah lemot blok👿,1,2024-04-23 16:07:48
Lama skli dpaa akan orderan. Tolong perbaiki,1,2024-04-23 15:53:03
"Aplikasi banyak penipuan, tidak ada tindak lanjuti",1,2024-04-23 14:37:16
"Tidak memuaskan, muatan 4 orang duduknya tidak nyaman. Kalau bisa tidak bawa keluarga",1,2024-04-23 14:08:00
Gak bisa dibatalin,1,2024-04-23 14:03:30
"Kekurangan : Aplikasinya eror mulu mau login format no hpnya malah error padahal udh bener masukin formatnya +62 udh telat kerja malah dibikin emosi Kelebihan : harganya terjangkau, beda dari yg lain beda 5-7k",1,2024-04-23 13:38:27
Kenapa ya nomor saya gak bisa login ??,2,2024-04-23 11:40:23
Scam saldo 100k nya kg bisa di pake,1,2024-04-23 11:38:44
"Kurang puas,tidak bisa melacak map/alamat dengan baik",1,2024-04-23 10:42:08
Apk gak guna masak login aja gak bisa2 pdahl nomor hp udh benr malah gak bisa2 login.apk gak guna,1,2024-04-23 10:20:41
aroor tidak bisa memesan padahal jaringan lagi bagus,1,2024-04-23 10:10:51
Aplikasij idiott susah mau login anj,1,2024-04-23 09:49:45
"Aplikasi kazol, lama loading aplikasinya, driver tak mau pembayaran non tunai",1,2024-04-23 09:31:46
Tidak bisa didaftarkan pake nomor yang cuman 11 angka kah?,1,2024-04-23 09:27:54
"Untuk sekarang ganti bintang 1, saya kecewa dan setop makek aplikasi ini, berapa kali saya telat kerja karena menunggu setiap kali order bukanya dikasih driver terdekat malah drivernya jauh2 semua udah dicancel berkali2 next nya dikasih jauh lagi, kesel banget sumpah",1,2024-04-23 09:20:12
"Masa untuk login ke saja tidak bisa²yang katanya, ada kesalahan mengirim kode, nomor tidak bener, kocak aplikasi nih, padahal nomor saya udah bener",1,2024-04-23 09:11:55
"Bad. Seringnya driver malas baca maps, padahal titik tujuan ada di maps, udah 2x dalam seminggu juga maps abangnya error, gatau dari google maps nya atau dari maxim nya. Intinya bad",2,2024-04-23 08:34:01
"biaya di apk tertera 13.300 dan si driver minta bayaran 20k, bapak drivernya bilang kalo nggk dibayar 20k dia nggk mau nganter dan malah nyuruh jalan kaki saja. nama driver yuris gunawan. nopol AB 4320 SJ",1,2024-04-23 08:11:17
Aplikasi rusak titik penjemputan yang tidak efektif rusak jelek,1,2024-04-23 06:29:30
Susah mau dapat driver,1,2024-04-23 05:50:27
Saya tidak bisa login padahal format negara dan nomor telepon sudah benar,2,2024-04-23 05:27:12
Iya,1,2024-04-23 04:22:10
"Mau pesan malah dipaksa login menggunakan nomor telepon, udah di masukin tetap error ""ada kesalahan saat mengirim kode""",1,2024-04-23 04:08:41
Harganya digoreng terus wkwkk #sampah!!,1,2024-04-23 00:21:42
Otp tidak masuk terus aneh,1,2024-04-23 00:11:25
Susah bikin pelaporan karena kasus barang tertinggal di armada mobil maximcar. Tidak ada no call center. Sudah bikin pengaduan via email slow respon.,1,2024-04-22 23:40:13
Mwntap,2,2024-04-22 22:32:05
susah daftarnya kecewa,1,2024-04-22 21:47:09
Harus di tingkatkan lagi map nya,2,2024-04-22 21:16:00
"Susah mau kasih titik manual pake peta,gamau di klik,auto uninstall",2,2024-04-22 21:02:18
"Sangat parah pelayanan driver nya di solo baru pertama pesen Maxim driver pelayanannya tidak memuaskan di tambah yg jemput sama yg di aplikasi driver nya berbeda banget ,tolong lah di perketat lagi sistemnya untuk driver karena pelayanan tidak memuaskan driver Maxim carnya",1,2024-04-22 19:44:13
"Baru sekali mau pake maxim ngangkat org sakit mau ke rumah sakit. Supir ga mau ke depan rumah, pdhal org sakit nya ga bisa jalan. Di suruh nunggu didepan masih jauh dr rumah. Org sakitnya lagi di bopong ke depan eh supirnya kabur gitu aja. Berengsek sumpah ga mau lg pake maxim",1,2024-04-22 19:03:25
Aplikasi tidak jelas daftar terus,1,2024-04-22 18:45:43
"Akhir-akhir ini saya dapat oknum driver yang ""nakal"", saya kirim barang sudah dapat driver, tapi tidak datang-datang(1 Jam an) dichat tidak respons, sampai saya cancel. Setelah dicancel driver datang dan dengan nada kenapa dicancel dan meminta offline saja dan mengatakan aplikasi Maxim(termasuk map nya) error kejadian tersebut saya alami tidak hanya sekali apakah seperti ini caranya?",1,2024-04-22 18:30:52
"Sangat kecewa !! Terutama Maxim Kendari ! Tiap hujan paling susah dapet Maxim. Apalagi Maxim mobil ! Sekalinya dapet, aplikasinya malah erorr. Minta login ulang. Udah gitu nunggu verifikasinya ngeload. Padahal jaringan bagus",1,2024-04-22 17:32:00
"Perbarui profil saja tak bisa, bagaimana ini aplikasinya",1,2024-04-22 17:22:17
Uda top up kas pro saldo ngga langsung update payahhhh!!!! 👎,1,2024-04-22 16:22:15
Admin nya kaga ada yg ramah ... Ampun gw mah,1,2024-04-22 15:43:18
ngga bisa verifikasi,2,2024-04-22 15:12:19
mantap amanah,2,2024-04-22 14:17:25
Kenapa pengemudi d sni selalu minus... Ga ada yg bagus pengemudinya...,1,2024-04-22 12:43:23
Saya mendapatkan drever mobil nomer b 1971 sed atas nama renaldi ugalan ugalan membahayakan penumpang bahasanya kasar TDK punya etika tolong dari maxim ditindak lanjuti demikian terima kasih,1,2024-04-22 12:07:56
Sulit banget mau beli mi gacoan ga ada yang mau Nerima driver nya,1,2024-04-22 11:29:26
"Banyak driver di sekitar tapi nda ad yg mau ambil pesanan saya,,maxim sangat pilih2 seksrang area samarinda",1,2024-04-22 11:27:13
"Top up malam saldo masuk siang, top up 100.000 masuknya 98.500 😅😅",2,2024-04-22 11:25:34
"Hilangkan pengaturan pemberian tip agar tidak disalahgunakan oleh driver. Ada kalanya mereka ambil penumpang seperti yang tidak punya aplikasi atau gaptek (gak tahu cara make aplikasi atau belum paham kalau ada sistem tips), terus gunain aplikasinya dinaikin tips nya ke maksimum. Sedari awal, pemgaturan tips sebenarnya untuk apa? Biarlah itu menjadi pertimbangan penumpang untuk memberi atau tidak.",1,2024-04-22 10:29:44
👍,2,2024-04-22 10:26:44
"Maxim jelek sekarang mencari penjemputan nya lama, pengalaman saya sampe 3 kali percobaan masih harus nunggu penjemputan sampe sampe saya telat berangkat ke sekolah jadi menurut saya maxim jelek tolok di perbaikannya agar tida ada yang seperti saya.",1,2024-04-22 09:43:02
Kalau pesan mobil lama banget,2,2024-04-22 08:25:56
Sangat buruk,1,2024-04-22 08:07:58
Susah dapat driver Mobil pada nolak semua,1,2024-04-22 07:50:24
Knpa ga bisa login si!!!!!!!,1,2024-04-22 07:05:24
Perbaiki sedikit ini apk... minta kode otp aja ampe berulang2 kali... anjay.,1,2024-04-22 00:01:08
"Ini aplikasi aneh dan kacau.... Pesan dari Depok ke Jaksel, dapat driver sudah berangkat dan sudah sampai ditujuan. Selang beberapa menit muncul notifikasi kalau dapat driver lagi dengan tujuan yang sama. Gilaa kali ya.. Langsung uninstal...",1,2024-04-21 23:00:55
Order nya lama banget :( hampir satu jam gak dapet :(,1,2024-04-21 22:14:30
di cancel semua yg pesen mobil,1,2024-04-21 22:09:04
pengalaman buruk menggunakan maxim pembayaran non tunai kaspro. eh pengemudi meneriaki saya. dia bilang saya belum bayar. lalu saya jelaskan saya menggunakan kaspro. dia bilang tidak masuk. lalu saya disuruh bayar tunai.,1,2024-04-21 21:32:12
"Driver klean tu sombong2, udah dinaikin harga tetep aja d*ngo!! Pantesan gitu2 aja... payah driver driver kalian",1,2024-04-21 21:13:15
Tolong lh admin. Naikin harga delivery. Merasa terbeban ini harga 5k apa lg jrak jauh. Gk sesuai dengan harga. Kalo bisa tolong di naikin lagi biar gk terbebanin dngan harga segitu. Kalo dkat gpp sih kalo jrk dari 1kg ke 3kg masih 5k rugi jg rumahan jauh soalnya,2,2024-04-21 20:48:31
"buruk sekali, drivernya lama bngt ini mah bukan mempermudah tapi di persulit ini mah",2,2024-04-21 16:10:25
"susah dpet driver , pdhl posisi ditengah kota mana tarifnya naik turun",1,2024-04-21 14:43:03
Sudah berulang kali saya di bikin emosi ketika pesan food ...1 jam lebih ga ada driver yang mau ambil pesanan padahal ada aja beberapa driver terlihat di map dekat dengan titik order...,2,2024-04-21 13:47:15
G GG. Uhg.r nt. T.rb HH t. Fff aku m yuk b GB bangga h HH GG g BB ht gan gbb BB by bang GG hingga SSC dgg Cardiff CCD VCD dbd BB BNN Baby.y.y.nymymyyn Mmmmmnn bbbby by n BB VII I I N,1,2024-04-21 12:52:47
"Setiap mau pesan makan atau apapun itu, lama banget cari pelaksana nya, 1 jam lebih.",1,2024-04-21 11:43:34
"Map pada aplikasi tidak bisa jelas sesuai titik jemputan, tolong di tingkatkan lagi",2,2024-04-21 11:39:08
Dari sekian byk aplikasi ojek online aplikasi maxim paling buruk untuk cancel aja nggak ada di aplikasi,1,2024-04-21 10:16:18
"Kurang,, map nya membingungkan tidak real. Abal2",1,2024-04-21 09:42:01
Aplikasi nya jelek. Buka maps nya gak bisa.,1,2024-04-21 08:15:42
"PARAH SUMPAH ! UDAH DI INSTALL MALAH GAK BISA LOGIN DAN PARAHNYA LAGI SUSAH DAN LAMA BANGET UNTUK BISA DAPET KODE VERIFIKASI / LOGIN !!, GAK KAYAK AWAL FAST RESPON KODE VERIFIKASI VIA SMS LANGSUNG MASUK, LAHH GILIRAN SEKARANG MALAH GAK MUNCUL2 MESKIPUN SUDAH BEBERAPA KALI DAN SEMPAT GANTI NOMOR PULA, EMANG ANEH INI APLIKASI GAK LAYAK BANGET BUAT DI INSTALL, BIKIN EMOSI !!!,",1,2024-04-21 03:46:00
Susah mau terima orderan. Mengecewakan.,1,2024-04-21 00:38:42
Pesan maxim bike banyak titik dan alamat tidak muncul sulit dan ribet.,1,2024-04-21 00:06:45
"Ga guna banget anjir, nyesel gue download nya, ga bisa nyari tujuan lokasi susah banget anjir muter muter",1,2024-04-20 23:28:22
"Jangan coba"" topup cashless nya .. kaspro saya topup malah ngurangin tiba"" saldo .. giliran mau order tiba"" beruba sendiri jadi cash padahal pilihannya cashless pakek walet kaspro .. PARAH",1,2024-04-20 23:03:26
"kenapa setiap orderan dekat, driver mobil gak ada yg mau ambil, setiap sudah dapet dicancel oleh drivernya, pdhl butuh banget buat ke rumah sakit, gak cuma sekali 2x tapi berkali2, apakah driver gak mau karena murah, kalo gak mau kenapa jadi driver maxim kalo orderan dekat dan biaya murah selalu di tolak",1,2024-04-20 22:00:41
ini mau psen mkanan lama bgt g dpet dpet,1,2024-04-20 21:22:01
"Lelet pick up nya, padhaal byk x mobil dimap nya",1,2024-04-20 21:17:56
apk gak bagus. bnyakan draver nya minta cancel. malah saya di cancel dari apk. saran saya buat yang pakai apk ini lbih bik hapus dri pada kalian yang sakit hati,1,2024-04-20 20:32:38
"Driver sering kesasar karena map tidak lengkap, dan tidak ada fitur tambah foto di saat chat dengan driver",1,2024-04-20 19:48:43
1. Map tidak akurat... 2. Sering Dapat driver jauh jaraknya dari titik pesan 3. Diver selalu minta tarif lebih dari aplikasi.. saya di Kota Lubuklinggau,1,2024-04-20 19:25:39
"Saya mengalami masalah login, nomer sudah saya cek berkali kali tapi kode otp tetap tidak saya terima lewat pesan sudah dari kemarin pagi sampai sekarang saya cek pesan belum muncul kode otp, sampai permintaan pengiriman otp saya habis, sudah saya coba di dua hp dan dua nomer yg berbeda tetap tidak bisa",1,2024-04-20 19:04:39
Banyak driver yg gak mau ambil orderan,1,2024-04-20 18:42:08
Klo driver gak mau narik harga yg sudah di tetapkan gak usah daftar Maxim deh..masak udah naik tawaran 3x gak ada yg mau..kan konyol.,1,2024-04-20 17:53:09
"saya download apk ini pas mau isi data diri seperti nama, jenis kelamin, tgl lahir, email ko gabisa ya? pas mau isi nama malah muncul tulisan ""tanggal lahir salah"" trs pas mau klik jenis kelamin dll muncul tulisan ""isi data pribadi anda dan dapatkan bonus pada hari ulang tahun""",2,2024-04-20 16:24:26
kurang,1,2024-04-20 16:05:07
"Mau pesen makanan tapi cari pengemudi nya lama bangett ,",1,2024-04-20 15:07:05
"Aplikasi ojol terpayah menurut saya, mau login pakai no telepon aja dipersulit😡🤬",1,2024-04-20 15:06:31
"Order makanan malah driver bilang ga ada uang cash dan ga bilang dari tadi padahal ada pilihan pembayaran cash. Udah nunggu lama, laper, tau gitu pesen di gojek atau grab. Mohon ditingkatkan lagi performa nya kalau mau bersaing dengan yang lain",1,2024-04-20 14:40:54
Cari alamat susah,1,2024-04-20 14:22:28
"Ada Driver Tak Tekan App , Walaupun Dah Dalam Kereta Dan Kereta Dah Jalan , Kita Di Denda Sebab Waitting Fee .. #LOL ,",1,2024-04-20 13:51:18
Sulit order food,1,2024-04-20 13:36:05
Maxim memang oke,1,2024-04-20 13:17:37
"Jujur kecewa sama aplikasi nya,mau ganti orderan bukanya ke batal pesanan pertama malah ke pesan 2 kali,mana gak bisa di cancel kedua nya tolonglah dibikin mudah untuk opsi cancelnya,kesian driver nya tar malah ngantarin kerumah,pdhal udah di cancel,jangan mau untungnya aja lah maxim",1,2024-04-20 12:42:26
Alamat sama tujuannya suka ganti ganti sendiri jadi nggak sesuai.kejadian udah berkali-kali,1,2024-04-20 12:39:59
"sangat buruk. saya slalu mengalami kesulitan saat memesan maxim mobil , sering di cansel oleh pengemudi nya , susah mencari pengemudi , dan map pun susah untuk di cari , padahal titik nya sudah benar.",1,2024-04-20 10:48:20
Tidak bisa mendapatkan kode!!!,2,2024-04-20 10:40:19
Tutup aja perusahaan kalian... driver nya banyak kurang ajarrr ...suka2 sm customer...penipu lagi...udah di bayar belum bayar bilang nyaa... anjinggg mmg....,1,2024-04-20 10:27:38
Susah daftarkan,1,2024-04-20 09:40:37
Aplikasi perusak harga kalo mau bersaing yg sehat Buat cs mau irit jangan lagunya selangit tau diri dikit,1,2024-04-20 08:59:35
