processed_text,translated_text,converted_text,vader_sentiment,compound
"['gak', 'ngotak', 'customer', 'pagi', 'pagi', 'siang', 'sore', 'malam', 'udah', 'harga', 'murah', 'lo', 'murahin', 'rumah', 'gedong', 'elit', 'koret', 'gaya', 'elit', 'ekonomi', 'sulit', 'lo', 'brengsek', 'mau', 'murah', 'naik', 'odong', 'odong', 'aja']","['no', 'ngotak', 'customer', 'morning', 'morning', 'afternoon', 'afternoon', 'night', 'already', 'price', 'cheap', 'lo', ','Cheap ',' home ',' gedong ',' elite ',' core ',' style ',' elite ',' economy ',' difficult ',' lo ',' jerk ',' want ',' cheap ', 'Ride', 'Odong', 'Odong', 'Just']",no ngotak customer morning morning afternoon afternoon night already price cheap lo Cheap  home  gedong  elite  core  style  elite  economy  difficult  lo  jerk  want  cheap  Ride Odong Odong Just,negatif,-0.7003
"['maxim', 'tu', 'mud', 'yg', 'ngerti', 'yg', 'ga', 'ngerti', 'heran', 'mreka', 'ojek', 'tp', 'mreka', 'gatau', 'jalan', 'pdahal', 'udh', 'sesuai', 'maps', 'nunjukin', 'jalannlewat', 'chat', 'lama', 'buanget', 'dtgnya', 'mnurut', 'harus', 'sesi', 'daftar', 'dlu', 'kantor', 'pusat', 'yg', 'mau', 'jd', 'driver', 'maxim', 'tu', 'jd', 'ga', 'sembarang', 'org', 'stres', 'ikut', 'masuk', 'masuk', 'aja', 'bahaya', 'mesen', 'yg', 'buat', 'baranggada', 'yg', 'mau', 'ambil', 'ambil', 'sih', 'tp', 'luamaa', 'bgt', 'bisa', 'isi', 'bensin', 'dlu', 'lah', 'makan', 'dlu', 'lah', 'maaf', 'bgt', 'bknya', 'gabole', 'tp', 'mikir']","['Maxim', 'Tu', 'Mud', 'Yang', 'Understand', 'Yang', 'Ga', 'Understand', 'Wonder', 'They', 'Mother', 'Tuna', 'But', ','They ',' Gatau ',' Way ',' Pdah ',' Udh ',' Appropriate ',' Maps', 'show', 'Jalannlewat', 'Chat', 'Lama', 'Long', 'Waste', 'Dtgnya', 'according to', 'must', 'session', 'list', 'dlu', 'office', 'center', 'YG', 'Want', 'JD', 'Driver', 'Maxim', ','tu ',' jd ',' no ',' just any ',' org ',' stress', 'join', 'enter', 'enter', 'just', 'danger', 'mesen', 'the', 'for', 'Baranggada', 'YG', 'Want', 'Take', 'Take', 'TP', 'TP', 'Luamaaa', 'Bgt', 'Can', 'Fill', ','Gasoline ',' dlu ',' lah ',' eating ',' dlu ',' lah ',' sorry ',' really ',' bknya ',' Gabole ',' tp ',' think ']",Maxim Tu Mud Yang Understand Yang Ga Understand Wonder They Mother Tuna But They  Gatau  Way  Pdah  Udh  Appropriate  Maps show Jalannlewat Chat Lama Long Waste Dtgnya according to must session list dlu office center YG Want JD Driver Maxim tu  jd  no  just any  org  stress join enter enter just danger mesen the for Baranggada YG Want Take Take TP TP Luamaaa Bgt Can Fill Gasoline  dlu  lah  eating  dlu  lah  sorry  really  bknya  Gabole  tp  think ,negatif,-0.9109
"['maxim', 'tolol']","['Maxim', 'stupid']",Maxim stupid,negatif,-0.5267
['jelek'],['Bad'],Bad,negatif,-0.5423
"['aplikasi', 'lot', 'parahhhhh', 'mau', 'order', 'susahhhh']","['Application', 'Lot', 'Parahhhhh', 'Want', 'Order', 'Difficulthhh']",Application Lot Parahhhhh Want Order Difficulthhh,positif,0.0772
"['driver', 'sering', 'lambat', 'gak', 'pernah', 'kembali', 'gak', 'sesuai', 'sama', 'waktu', 'yg', 'd', 'tentu', 'd', 'terang']","['Driver', 'often', 'slow', 'no', 'ever', 'back', 'no', 'appropriate', 'the same', 'time', 'YG', 'D', ','Of course ',' D ',' Bright ']",Driver often slow no ever back no appropriate the same time YG D Of course  D  Bright ,negatif,-0.128
"['orang', 'ja', 'baik', 'sopan', 'terimakasih', 'pak', 'maxim', 'indonesia', 'selalu', 'pakai', 'aplikasi', 'maxim', 'aplikasi', 'maxim', 'jakarta', 'indonesia', 'jakarta', 'punja', 'cerita']","['people', 'ja', 'good', 'polite', 'thank you', 'sir', 'maxim', 'Indonesia', 'always', 'use', 'application', 'Maxim', ','Applications', 'Maxim', 'Jakarta', 'Indonesia', 'Jakarta', 'Punja', 'Story']",people ja good polite thank you sir maxim Indonesia always use application Maxim Applications Maxim Jakarta Indonesia Jakarta Punja Story,positif,0.6597
"['min', 'kan', 'dapet', 'voucher', 'maxim', 'nah', 'pas', 'nyoba', 'order', 'opsi', 'nya', 'malah', 'balik', 'tunai', 'kayak', 'gak', 'make', 'vouncher', 'nya', 'mohon', 'diperbaikin', 'sistem']","['min', 'right', 'get', 'vouchers', 'maxim', 'nah', 'right', 'try', 'order', 'option', 'it', 'instead', ','Back ',' cash ',' like ',' no ',' make ',' voucher ',' it ',' please ',' improve ',' system ']",min right get vouchers maxim nah right try order option it instead Back  cash  like  no  make  voucher  it  please  improve  system ,positif,0.6249
"['isi', 'kaspro', 'mau', 'buat', 'ngojek', 'ehh', 'hasil', 'saldo', 'potong', 'apl', 'suru', 'bayar', 'tunaipadhal', 'saldo', 'potong']","['contents', 'kaspro', 'want', 'make', 'ngojek', 'ehh', 'results', 'balance', 'cut', 'apl', 'Suru', 'Pay', ','Trialdhal ',' balance ',' cut ']",contents kaspro want make ngojek ehh results balance cut apl Suru Pay Trialdhal  balance  cut ,negatif,-0.5106
"['mudah', 'buat', 'bikin', 'order', 'jangan', 'cuma', 'iklan', 'yg', 'banyak', 'menu', 'order', 'susah', 'buat', 'orang', 'baru']","['Easy', 'Create', 'Make', 'Order', 'Don't', 'Just', 'Ads', 'Yang', 'Many', 'Menu', 'Order', 'Difficult', ','For ',' people ',' new ']",Easy Create Make Order Dont Just Ads Yang Many Menu Order Difficult For  people  new ,positif,0.3612
"['bohong', 'apk', 'nya', 'jgn', 'mau']","['hoax', 'apk', 'it', 'don't', 'want']",hoax apk it dont want,negatif,-0.323
"['akhir', 'edit', 'jadi', 'b', 'ikut', 'jadi', 'driver', 'sejak', 'sekarang', 'maxim', 'terus', 'laku', 'buka', 'driver', 'makin', 'banyaktidak', 'pernah', 'dengar', 'masuk', 'driver', 'rintis']","['End', 'Edit', 'So', 'B', 'join', 'So', 'Driver', 'Since', 'Now', 'Maxim', 'Continue', 'Laku', '', 'Open ',' Driver ',' getting ',' many not ',' ever ',' listen ',' enter ',' driver ',' pioneering ']",End Edit So B join So Driver Since Now Maxim Continue Laku  Open  Driver  getting  many not  ever  listen  enter  driver  pioneering ,positif,0.3597
"['aplikasi', 'jajah', 'penting', 'jual', 'atribut', 'bahkan', 'driver', 'makin', 'banyaklambat', 'laun', 'aplikasi', 'akab', 'tutup', 'permanen', 'bertahaplihatlah', 'sep']","['Applications',' Jajah ',' Important ',' Selling ',' Attribute ',' Attribute ',' Even ', Driver', 'Driver', 'Makin', 'Multiple', 'Lustings',' Laun ',' Laun ',' Laun ',' Application ',' Akab ',' ',', 'Close ',' Permanent ',' Remember to See ',' Sep ']",Applications Jajah  Important  Selling  Attribute  Attribute  Even  Driver Driver Makin Multiple Lustings Laun  Laun  Laun  Application  Akab   Close  Permanent  Remember to See  Sep ,positif,0.2023
"['banyak', 'order', 'fooddilivery', 'modus', 'alfaindomaret', 'tipu', 'lampungtapi', 'ga', 'tindak', 'sama', 'sekaliaplikasi', 'hebatkasian', 'driver', 'baru', 'sering', 'tipumaxim', 'mau', 'nampung', 'untung', 'doang']","['many', 'order', 'foodduilivery', 'mode', 'alfaindomaret', 'trickery', 'lampungtapi', 'ga', 'act', 'the same', 'same', 'aspects',' grubbasian ','Driver ',' new ',' often ',' Tipumaxim ',' want ',' to stamp ',' profit ',' doang ']",many order foodduilivery mode alfaindomaret trickery lampungtapi ga act the same same aspects grubbasian Driver  new  often  Tipumaxim  want  to stamp  profit  doang ,positif,0.2732
"['jelek', 'banget', 'mau', 'cancel', 'gabisa', 'order']","['ugly', 'really', 'want', 'cancel', 'can't', 'order']",ugly really want cancel cant order,negatif,-0.6105
"['mohon', 'sangat', 'jarak', 'jemput', 'antar', 'sesuai', 'google', 'maps', 'asli', 'bukan', 'aplikasi', 'ongkos', 'sesuai', 'jarak', 'jemput', 'antar', 'google', 'maps', 'asli', 'jangan', 'masuk', 'order', 'indomaret', 'sama', 'alfamart', 'terus', 'apa', 'mau', 'lama', 'order', 'alfamart', 'indomaret', 'order', 'fiktif', 'lain', 'jangan', 'pernah', 'kerja', 'sama', 'antar', 'orang', 'penting', 'diri', 'sendiri', 'aplikasi']","['please', 'very', 'distance', 'pick up', 'delivery', 'appropriate', 'google', 'maps', 'original', 'not', 'application', 'cost', ''according to ',' distance ',' pick up ',' delivery ',' Google ',' Maps', 'Original', 'Don't', 'Enter', 'Order', 'Indomaret', 'Same', 'Alfamart', 'continue', 'what', 'want', 'old', 'order', 'alfamart', 'indomaret', 'order', 'fictitious', 'other', 'don't', 'never', ','Work ',' Same ',' Delive ',' People ',' Important ',' Self ',' Self ',' Application ']",please very distance pick up delivery appropriate google maps original not application cost according to  distance  pick up  delivery  Google  Maps Original Dont Enter Order Indomaret Same Alfamart continue what want old order alfamart indomaret order fictitious other dont never Work  Same  Delive  People  Important  Self  Self  Application ,positif,0.7906
"['maps', 'ny', 'kacau', 'lokasi', 'jemput', 'akan', 'jauh', 'padahal', 'dekat']","['maps', 'ny', 'chaotic', 'location', 'pick up', 'will', 'far', 'even though', 'near']",maps ny chaotic location pick up will far even though near,negatif,-0.4939
"['susah', 'mapa', 'nya']","['Difficult', 'Mapa', 'his']",Difficult Mapa his,negatif,-0.3612
"['nomor', 'blok', 'padahal', 'mau', 'verif', 'ga', 'nyata', 'masuk', 'kode', 'otpnya', 'wa', 'sekarang', 'mau', 'benerin', 'malah', 'udah', 'ndak', 'dibenerin', 'pihak', 'maxim', 'nomer', 'blok', 'unblok', 'diapain', 'mau', 'sen', 'maxim', 'ndak']","['number', 'block', 'even though', 'want', 'verif', 'no', 'real', 'enter', 'code', 'OTPnya', 'WA', 'Now', '' now 'Want ',' correct ',' instead ',' already ',' not ',' generated ',' party ',' maxim ',' number ',' block ',' unblok ',' what to do ',' want ', 'Sen', 'Maxim', 'not']",number block even though want verif no real enter code OTPnya WA Now  now Want  correct  instead  already  not  generated  party  maxim  number  block  unblok  what to do  want  Sen Maxim not,negatif,-0.7755
"['lama', 'buat', 'beli', 'makan', 'kira', 'smua', 'orang', 'order', 'food', 'tipu', 'segitu', 'takut', 'nya', 'sampe', 'gada', 'rasa', 'percaya', 'sama', 'customer', 'padahal', 'akun', 'bagus', 'ga', 'aneh', 'aneh', 'se', 'parno', 'driver', 'driver', 'maxim', 'mau', 'jakarta', 'ato', 'bogor', 'gada', 'beda', 'nya', 'bahkan', 'sampe', 'niat', 'lapar', 'ilang', 'nunggu', 'order']","['long', 'make', 'buy', 'eat', 'Kira', 'all', 'people', 'order', 'food', 'trickean', 'that much', 'afraid', ''',' until ',' Gada ',' taste ',' believe ',' the same ',' customer ',' even though ',' account ',' good ',' no ',' weird ',' weird ', 'Se', 'Parno', 'Driver', 'Driver', 'Maxim', 'Want', 'Jakarta', 'Ato', 'Bogor', 'Gada', 'Different', 'Different', 'Different', 'Even ',' until ',' intention ',' hungry ',' miss', 'waiting', 'order']",long make buy eat Kira all people order food trickean that much afraid  until  Gada  taste  believe  the same  customer  even though  account  good  no  weird  weird  Se Parno Driver Driver Maxim Want Jakarta Ato Bogor Gada Different Different Different Even  until  intention  hungry  miss waiting order,negatif,-0.25
"['apk', 'gak', 'jelas']","['apk', 'no', 'explained']",apk no explained,negatif,-0.296
"['aplikasi', 'busuk', 'mending', 'jgan', 'pake', 'aplikasi', 'rugi', 'sangat', 'besar', 'masak', 'order', 'makan', 'aplikasi', 'cuman', 'eh', 'ubah', 'jadi', 'aplikasi', 'gak', 'jelas', 'gak', 'layak', 'dapet', 'bintang', 'malah']","['application', 'rotten', 'mending', 'jgan', 'use', 'application', 'loss', 'very', 'big', 'cook', 'order', 'eating', ','Applications ',' only ',' eh ',' change ',' so ',' application ',' no ',' explained ',' no ',' worthy ',' get ',' stars ',' instead 'instead']",application rotten mending jgan use application loss very big cook order eating Applications  only  eh  change  so  application  no  explained  no  worthy  get  stars  instead instead,negatif,-0.7688
"['awal', 'slalu', 'suka', 'sama', 'apk', 'inipertama', 'kali', 'nyoba', 'baguss', 'bgtt', 'baru', 'kok', 'gabisa', 'nemuin', 'alamat', 'disitupadahal', 'kalok', 'cari', 'maps', 'adatapi', 'pas', 'cari', 'maxim', 'alamat', 'gaadatolong', 'baik', 'mula', 'fiturnya', 'dah', 'nyaman', 'bgt', 'pake', 'inieh', 'malah', 'fiturnya', 'berubahdah', 'pindah', 'apk', 'gojek']","['beginning', 'always', 'like', 'the same', 'apk', 'IniPtama', 'Kali', 'Try', 'Bagus', 'Bagtt', 'New', 'Kok', 'Kok', ','Gabisa ',' found ',' address', 'disguised', 'kalaok', 'search', 'maps',' adatapi ',' fitting ',' search ',' maxim ',' address', 'gaadatat Holi', 'good', 'first', 'features', 'dah', 'comfortable', 'bgt', 'use', 'this', 'instead', 'its features', 'changedah', 'move', ','Apk ',' Gojek ']",beginning always like the same apk IniPtama Kali Try Bagus Bagtt New Kok Kok Gabisa  found  address disguised kalaok search maps adatapi  fitting  search  maxim  address gaadatat Holi good first features dah comfortable bgt use this instead its features changedah move Apk  Gojek ,positif,0.765
"['pilih', 'batal', 'pesan', 'ribet']","['Select', 'Cancel', 'Message', 'Ribet']",Select Cancel Message Ribet,negatif,-0.25
"['cicing', 'ma', 'cicing', 'g', 'uang', 'ambil', 'patek', 'kode', 'promo', 'bayar', 'non', 'cast', 'g', 'puki', 'sial']","['Cicing', 'Ma', 'Cicing', 'G', 'Money', 'Take', 'Patek', 'Code', 'Promo', 'Pay', 'Non', 'Cast', ''G ',' Puki ',' Damn ']",Cicing Ma Cicing G Money Take Patek Code Promo Pay Non Cast G  Puki  Damn ,negatif,-0.4767
"['apa', 'sih', 'mau', 'masuk', 'jadi', 'guna', 'aja', 'susah', 'ulang', 'ulang', 'kirim', 'kode', 'gak', 'masuk', 'masuk']","['what', 'anyway', 'want', 'enter', 'so', 'use', 'just', 'difficult', 'repeated', 'repeat', 'send', 'code', ','No ',' enter ',' enter ']",what anyway want enter so use just difficult repeated repeat send code No  enter  enter ,negatif,-0.5667
"['lama', 'cari', 'driver', 'nya', 'area', 'bar', 'susah', 'cari', 'toko', 'yg', 'jual', 'makan', 'nya', 'jam', 'buka', 'nya', 'gk', 'update']","['old', 'search', 'driver', 'its',' area ',' bar ',' difficult ',' find ',' shop ',' that ',' sell ',' eat ','',' clock ',' open ',' ',' gk ',' update ']",old search driver its area  bar  difficult  find  shop  that  sell  eat  clock  open   gk  update ,negatif,-0.3612
"['lot', 'gagal', 'terus', 'buka', 'maps', 'nya']","['Lot', 'Failed', 'Continue', 'Open', 'Maps', 'His']",Lot Failed Continue Open Maps His,negatif,-0.5106
"['aplikasi', 'udh', 'pake', 'fitur', 'kirim', 'foto', 'via', 'chat', 'buat', 'mudah', 'temu', 'lokasi', 'penumpangini', 'aejak', 'awal', 'kalah', 'jauh', 'sama', 'fitur', 'belah', 'kasi', 'driver', 'kesasar', 'gegara', 'ngikut', 'map', 'yg', 'ga', 'jelas', 'dimaxim']","['application', 'udh', 'use', 'features', 'send', 'photo', 'via', 'chat', 'make', 'easy', 'Temu', 'Location', ','This passenger ',' Aejak ',' Beginning ',' Losing ',' Far ',' Same ',' Features', 'Been', 'Kasi', 'Driver', 'Kesasa', 'Gage', 'Gage', 'Following', 'Map', 'YG', 'GA', 'explained', 'Dimaxim']",application udh use features send photo via chat make easy Temu Location This passenger  Aejak  Beginning  Losing  Far  Same  Features Been Kasi Driver Kesasa Gage Gage Following Map YG GA explained Dimaxim,positif,0.0772
"['cacat', 'paksa', 'tumpang', 'guna', 'kargo', 'padahal', 'bawa', 'tas', 'bawa']","['defective', 'forced', 'overlapping', 'use', 'cargo', 'even though', 'bring', 'bag', 'carry']",defective forced overlapping use cargo even though bring bag carry,negatif,-0.7096
['bagus'],['Good'],Good,positif,0.4404
"['suka', 'ga', 'mau', 'ambil', 'order', 'order', 'lama', 'ambil']","['like', 'no', 'want', 'take', 'order', 'order', 'old', 'take']",like no want take order order old take,positif,0.1531
"['aplikasi', 'memang', 'bagus', 'hitung', 'murah', 'drivernya', 'ingat', 'utk', 'pilih', 'costumer', 'utk', 'pickup', 'rupiah', 'ga', 'bakal', 'ambil', 'kcuali', 'dinaikin', 'smpe', 'rb', 'baru', 'ambil', 'bener', 'bikin', 'keselll', 'daerah', 'gorontalo']","['application', 'indeed', 'good', 'count', 'cheap', 'driver', 'remember', 'for', 'select', 'Customer', 'for', 'pickup', 'Rupiah ',' Ga ',' Will ',' Take ',' Except ',' Raised ',' SMPE ',' RB ',' New ',' Take ',' Really ',' Make ',' Son ', 'area', 'Gorontalo']",application indeed good count cheap driver remember for select Customer for pickup Rupiah  Ga  Will  Take  Except  Raised  SMPE  RB  New  Take  Really  Make  Son  area Gorontalo,positif,0.4404
"['maaf', 'sekarang', 'tarif', 'naik', 'sma', 'beda', 'makin', 'nyaman']","['sorry', 'now', 'tariff', 'rising', 'high school', 'different', 'increasingly', 'comfortable']",sorry now tariff rising high school different increasingly comfortable,positif,0.4588
"['ga', 'buat', 'mesen', 'apa', 'gimana', 'nih', 'lumayan', 'cepe', 'kan', 'ga', 'buat', 'mesen']","['no', 'for', 'mesen', 'what', 'how', 'here', 'not bad', 'flat', right ',' no ',' for ',' mesen ']",no for mesen what how here not bad flat right  no  for  mesen ,negatif,-0.1406
"['top', 'up', 'k', 'jadi', 'k']","['Top', 'Up', 'K', 'So', 'K']",Top Up K So K,positif,0.2023
"['order', 'driver', 'selesai', 'belikan', 'resto', 'tetangga', 'kan', 'arti', 'rugi', 'konsumen', 'biar', 'jadi', 'harus', 'aplikasi', 'serta', 'pin', 'order', 'si', 'driver', 'yg', 'dapat', 'order', 'asal', 'beli', 'sembarang', 'toko', 'pasti', 'toko', 'pilih', 'terimakasih']","['order', 'driver', 'finished', 'buy', 'restaurant', 'neighbor', 'right', 'meaning', 'loss', 'consumer', 'let', 'so', ','Must ',' Applications', 'and', 'Pin', 'Order', 'Si', 'Driver', 'YG', 'Can', 'Order', 'Origin', 'Buy', 'just any', 'shop', 'sure', 'shop', 'select', 'thank you']",order driver finished buy restaurant neighbor right meaning loss consumer let so Must  Applications and Pin Order Si Driver YG Can Order Origin Buy just any shop sure shop select thank you,positif,0.3612
"['suruh', 'angkat', 'tangan', 'doang', 'yg', 'lari']","['Tell', 'Lift', 'Hand', 'Doang', 'Yang', 'Run']",Tell Lift Hand Doang Yang Run,positif,0.4939
"['gajelas', 'coba', 'beberapa', 'kali', 'ga', 'masuk', 'padahal', 'no', 'hp', 'aktif', 'tpi', 'kode', 'aplikasi', 'aneh']","['gajlelas', 'try', 'some', 'times', 'no', 'enter', 'even though', 'no', 'hp', 'active', 'tPi', 'code', ','application ',' weird ']",gajlelas try some times no enter even though no hp active tPi code application  weird ,negatif,-0.34
"['sulit', 'tentu', 'lokasi', 'jemput', 'tuju', 'peta', 'ngak', 'nampak', 'garis', 'kotakkotak']","['difficult', 'of course', 'location', 'pick up', 'go to', 'map', 'no', 'visible', 'line', 'box']",difficult of course location pick up go to map no visible line box,negatif,-0.5719
"['percuma', 'top', 'up', 'sama', 'driver', 'minta', 'bayar', 'minta', 'cari', 'driver', 'teliti']","['useless', 'top', 'up', 'the same', 'driver', 'ask', 'pay', 'ask', 'look for', 'driver', 'thorough']",useless top up the same driver ask pay ask look for driver thorough,negatif,-0.34
"['udah', 'kali', 'cancel', 'order', 'gak', 'cancel', 'apk', 'drivernya', 'hari', 'jadi', 'udah', 'cancel', 'apk', 'tetep', 'jalan', 'apk', 'driver', 'udah', 'pergi', 'mesen', 'ojek', 'online', 'apk', 'tibatiba', 'driver', 'maxime', 'ngechat', 'nanyain', 'mana', 'jelas', 'cancel', 'order', 'driver', 'tetep', 'bilang', 'apk', 'tetap', 'jalan', 'akhir', 'kecancel', 'driver', 'terlalu', 'lama', 'tunggu', 'padahal', 'cancel', 'driver', 'jalan']","['already', 'times',' cancel ',' order ',' no ',' cancel ',' apk ',' driver ',' day ',' so ',' already ',' cancel ','Apk ',' still ',' walk ',' apk ',' driver ',' already ',' go ',' mesen ',' motorcycle taxi ',' online ',' apk ',' suddenly ',' driver ', 'Maxime', 'Change', 'Ask', 'Where', 'Clear', 'Cancel', 'Order', 'Driver', 'Tetep', 'said', 'apk', 'still', ','The road ',' end ',' disaster ',' driver ',' too ',' old ',' wait ',' even though ',' cancel ',' driver ',' road ']",already times cancel  order  no  cancel  apk  driver  day  so  already  cancel Apk  still  walk  apk  driver  already  go  mesen  motorcycle taxi  online  apk  suddenly  driver  Maxime Change Ask Where Clear Cancel Order Driver Tetep said apk still The road  end  disaster  driver  too  old  wait  even though  cancel  driver  road ,negatif,-0.8934
