content,tokenized_text,processed_text,translated_text,vader_sentiment
"Susah amat sihh nentuin alamatnya,maps'nya susah kebaca","['susah', 'amat', 'sihh', 'nentuin', 'alamatnyamapsnya', 'susah', 'kebaca']","['susah', 'sihh', 'nentuin', 'alamatnyamapsnya', 'susah', 'baca']","['Difficult', 'anyway', 'Determining', 'Maps Address', 'Difficult', 'Read']",
Tolol gaguna,"['tolol', 'gaguna']","['tolol', 'gaguna']","['stupid', 'idea']",
Titik nya selalu ga sesuai jadi males pake nya saya,"['titik', 'nya', 'selalu', 'ga', 'sesuai', 'jadi', 'males', 'pake', 'nya', 'saya']","['titik', 'nya', 'selalu', 'ga', 'sesuai', 'jadi', 'males', 'pake', 'nya']","['point', 'its', 'always', 'no', 'appropriate', 'so', 'lazy', 'use', 'it']",
"Pesan maxim gk ada pengemudi dan di batalkan Tetapi bisa dy ambil barang kita dan antar ke alamat tujuan Dan minta ongkir lebih dari yg ada di app maxim Hati"" buat teman"" yang mau pakai maxim","['pesan', 'maxim', 'gk', 'ada', 'pengemudi', 'dan', 'di', 'batalkan', 'tetapi', 'bisa', 'dy', 'ambil', 'barang', 'kita', 'dan', 'antar', 'ke', 'alamat', 'tujuan', 'dan', 'minta', 'ongkir', 'lebih', 'dari', 'yg', 'ada', 'di', 'app', 'maxim', 'hati', 'buat', 'teman', 'yang', 'mau', 'pakai', 'maxim']","['pesan', 'maxim', 'gk', 'kemudi', 'batal', 'dy', 'ambil', 'barang', 'antar', 'alamat', 'tuju', 'minta', 'ongkir', 'lebih', 'yg', 'app', 'maxim', 'hati', 'buat', 'teman', 'mau', 'pakai', 'maxim']","['Message', 'Maxim', 'GK', 'steering', 'canceled', 'dy', 'take', 'goods', 'delivery', 'address', 'go to', 'Ask', ','Postage ',' More ',' YG ',' App ',' Maxim ',' Heart ',' Create ',' Friends', 'Want', 'Use', 'Maxim']",positif
TOLONG BUAT PIHAK MAXIM DI TINGKAT KAN LAGI DRIVER NYA 1.KASAR DAN TIDAK SOPAN 2. DRIVER BEDA DI APLIKASI YG DTG MALAH DRIVER GOJEK DAN KASAR SEENAK NYA SAJA,"['tolong', 'buat', 'pihak', 'maxim', 'di', 'tingkat', 'kan', 'lagi', 'driver', 'nya', 'kasar', 'dan', 'tidak', 'sopan', 'driver', 'beda', 'di', 'aplikasi', 'yg', 'dtg', 'malah', 'driver', 'gojek', 'dan', 'kasar', 'seenak', 'nya', 'saja']","['buat', 'pihak', 'maxim', 'tingkat', 'kan', 'driver', 'nya', 'kasar', 'sopan', 'driver', 'beda', 'aplikasi', 'yg', 'dtg', 'malah', 'driver', 'gojek', 'kasar', 'enak', 'nya']","['for', 'party', 'maxim', 'level', 'right', 'driver', 'it', 'rude', 'polite', 'driver', 'different', 'application', ''which ',' dtg ',' instead ',' driver ',' gojek ',' rude ',' delicious', 'it']",negatif
Aplikasi sudah di download..tapi tidak bisa login...gimana ini ..?,"['aplikasi', 'sudah', 'di', 'downloadtapi', 'tidak', 'bisa', 'logingimana', 'ini']","['aplikasi', 'downloadtapi', 'logingimana']","['application', 'downloadtapi', 'loging",
"PERMUDAH NITIKINNYA DONG WOY, NYARI TITIK ANTAR AJA SUSAH BANGET","['permudah', 'nitikinnya', 'dong', 'woy', 'nyari', 'titik', 'antar', 'aja', 'susah', 'banget']","['mudah', 'nitikinnya', 'dong', 'woy', 'nyari', 'titik', 'antar', 'aja', 'susah', 'banget']","['easy', 'nitikinnya', 'dong', 'woy', 'find', 'dot', 'intercourse', 'just', 'difficult', 'really']",
"mantap,yg bawa mobil ramahx orngx","['mantapyg', 'bawa', 'mobil', 'ramahx', 'orngx']","['mantapyg', 'bawa', 'mobil', 'ramahx', 'orngx']","['mantapyg', 'bring', 'car', 'friendly', 'orngx']",
"Maps belum akurat,, jadi cs susah buat titik penjemputan , harap di perbaiki,, maaps nya kok susah buat titik jemput nya,, gmn ni,, Tolong dong perbaikilah","['maps', 'belum', 'akurat', 'jadi', 'cs', 'susah', 'buat', 'titik', 'penjemputan', 'harap', 'di', 'perbaiki', 'maaps', 'nya', 'kok', 'susah', 'buat', 'titik', 'jemput', 'nya', 'gmn', 'ni', 'tolong', 'dong', 'perbaikilah']","['maps', 'akurat', 'jadi', 'cs', 'susah', 'buat', 'titik', 'jemput', 'harap', 'baik', 'maaps', 'nya', 'kok', 'susah', 'buat', 'titik', 'jemput', 'nya', 'gmn', 'ni', 'dong', 'baik']","['Maps',' Accurate ',' So ',' Cs', 'Difficult', 'Create', 'Point', 'Pick up', 'Hope', 'Good', 'Maaps',' His', 'How ',' difficult ',' make ',' dot ',' pick up ',' ',' gmn ',' ni ',' dong ',' good ']",positif
"Parah hampir 1 jam nunggu gak ada satupun yg ambil orderan,kayak ngemis banget,yaudah pindah ke grab aja","['parah', 'hampir', 'jam', 'nunggu', 'gak', 'ada', 'satupun', 'yg', 'ambil', 'orderankayak', 'ngemis', 'bangetyaudah', 'pindah', 'ke', 'grab', 'aja']","['parah', 'hampir', 'jam', 'nunggu', 'gak', 'satu', 'yg', 'ambil', 'orderankayak', 'ngemis', 'bangetyaudah', 'pindah', 'grab', 'aja']","['severe', 'almost', 'clock', 'wait', 'no', 'one', 'which', 'take', 'Orderkayak', 'Benefits', 'Sangatahakah', 'Moving', ','Grab ',' just ']",
"Ini gimana saya minta verifikasi gak masuk via SMS sama via telpon juga gak masuk gimana sih niat gak bikin apk , gimana mau rame ini apk kalo begini","['ini', 'gimana', 'saya', 'minta', 'verifikasi', 'gak', 'masuk', 'via', 'sms', 'sama', 'via', 'telpon', 'juga', 'gak', 'masuk', 'gimana', 'sih', 'niat', 'gak', 'bikin', 'apk', 'gimana', 'mau', 'rame', 'ini', 'apk', 'kalo', 'begini']","['gimana', 'minta', 'verifikasi', 'gak', 'masuk', 'via', 'sms', 'sama', 'via', 'telpon', 'gak', 'masuk', 'gimana', 'sih', 'niat', 'gak', 'bikin', 'apk', 'gimana', 'mau', 'rame', 'apk', 'kalo', 'begini']","['what', 'ask', 'verification', 'no', 'enter', 'via', 'sms', 'the same', 'via', 'telephone', 'no', 'enter', ','How ',' anyway ',' intention ',' no ',' make ',' apk ',' how ',' want ',' crowded ',' apk ',' if ',' like ']",positif
Argoneee Ra masukk pendapat eee menyekik driver,"['argoneee', 'ra', 'masukk', 'pendapat', 'eee', 'menyekik', 'driver']","['argoneee', 'ra', 'masukk', 'dapat', 'eee', 'menyekik', 'driver']","['Argonne', 'Ra', 'Enter', 'Can', 'Eee', 'Surg', 'Driver']",
"Tolong perbaiki para team Maxim jika lagi nganter konsumen tolong jaga omongan nya,dan satu lagi ga usah byak tanya ke konsumen","['tolong', 'perbaiki', 'para', 'team', 'maxim', 'jika', 'lagi', 'nganter', 'konsumen', 'tolong', 'jaga', 'omongan', 'nyadan', 'satu', 'lagi', 'ga', 'usah', 'byak', 'tanya', 'ke', 'konsumen']","['baik', 'team', 'maxim', 'nganter', 'konsumen', 'jaga', 'omong', 'nyadan', 'satu', 'ga', 'usah', 'byak', 'tanya', 'konsumen']","['good', 'team', 'maxim', 'nganter', 'consumers', 'guard', 'talk', 'nyanadan', 'one', 'no', 'need', 'Byak', ','Ask ',' Consumer ']",
kenapa harus join sama kaspro..kaspronya sering eror biaya topup mahal biaya lainnya jg mahal mahal..topup malah sering gak masuk.akun tiba tiba terkunci..kenapa harus kaspro? bikin ribet aja,"['kenapa', 'harus', 'join', 'sama', 'kasprokaspronya', 'sering', 'eror', 'biaya', 'topup', 'mahal', 'biaya', 'lainnya', 'jg', 'mahal', 'mahaltopup', 'malah', 'sering', 'gak', 'masukakun', 'tiba', 'tiba', 'terkuncikenapa', 'harus', 'kaspro', 'bikin', 'ribet', 'aja']","['join', 'sama', 'kasprokaspronya', 'sering', 'eror', 'biaya', 'topup', 'mahal', 'biaya', 'lain', 'jg', 'mahal', 'mahaltopup', 'malah', 'sering', 'gak', 'masukakun', 'tiba', 'tiba', 'terkuncikenapa', 'kaspro', 'bikin', 'ribet', 'aja']","['join', 'the same', 'Kasprokaspri', 'often', 'error', 'cost', 'topup', 'expensive', 'cost', 'other', 'jg', 'expensive', ''Mahaltopup ',' instead ',' often ',' no ',' entering ',' arriving ',' arriving ',' shocked ',' kaspro ',' make ',' complicated ',' just ']]",negatif
"aplikasi ini tdk bisa di gunakan, buruk.. ketika kita membatalkan pesanan karena ad keperluan tiba2 dan sdh di infokan ke driver di mna driver juga belum sampai di tmpat tujuan. driver ngamuk sya malah di blokir dan tidak bisa untuk login atau menerima kode verifikasi apapun dan tanpa ada pemberitahuan atau konfirmasi kebenarannya. aplikasi buruk, admin dan drivernya juga berkelakuan buruk.","['aplikasi', 'ini', 'tdk', 'bisa', 'di', 'gunakan', 'buruk', 'ketika', 'kita', 'membatalkan', 'pesanan', 'karena', 'ad', 'keperluan', 'tiba', 'dan', 'sdh', 'di', 'infokan', 'ke', 'driver', 'di', 'mna', 'driver', 'juga', 'belum', 'sampai', 'di', 'tmpat', 'tujuan', 'driver', 'ngamuk', 'sya', 'malah', 'di', 'blokir', 'dan', 'tidak', 'bisa', 'untuk', 'login', 'atau', 'menerima', 'kode', 'verifikasi', 'apapun', 'dan', 'tanpa', 'ada', 'pemberitahuan', 'atau', 'konfirmasi', 'kebenarannya', 'aplikasi', 'buruk', 'admin', 'dan', 'drivernya', 'juga', 'berkelakuan', 'buruk']","['aplikasi', 'tdk', 'guna', 'buruk', 'batal', 'pesan', 'ad', 'perlu', 'tiba', 'sdh', 'info', 'driver', 'mna', 'driver', 'tmpat', 'tuju', 'driver', 'ngamuk', 'sya', 'malah', 'blokir', 'login', 'terima', 'kode', 'verifikasi', 'apa', 'pemberitahuan', 'konfirmasi', 'benar', 'aplikasi', 'buruk', 'admin', 'drivernya', 'laku', 'buruk']","['applications', 'no', 'use', 'bad', 'canceled', 'message', 'ad', 'need', 'arriving', 'sdh', 'info', 'driver', ''Mna ',' Driver ',' Tmpat ',' Terpuju ',' Driver ',' Ngam Semum ',' Sya ',' In fact ',' Block ',' Login ',' Accept ',' Code ',' Verification ', 'what', 'notification', 'confirmation', 'right', 'application', 'bad', 'admin', 'driver', 'behavior', 'bad']",negatif
maxim tidak bagus menurut saya.. kalau order makan banyak yang GK mau datang driver nya..,"['maxim', 'tidak', 'bagus', 'menurut', 'saya', 'kalau', 'order', 'makan', 'banyak', 'yang', 'gk', 'mau', 'datang', 'driver', 'nya']","['maxim', 'bagus', 'kalau', 'order', 'makan', 'banyak', 'gk', 'mau', 'datang', 'driver', 'nya']","['Maxim', 'Good', 'If', 'Order', 'Eat', 'Many', 'No', 'Want', 'Come', 'Driver', 'Driver', 'His']",
aplikasi bosok,"['aplikasi', 'bosok']","['aplikasi', 'bosok']","['Application', 'Bosok']",
Orderan gak pernah sukses hedeh,"['orderan', 'gak', 'pernah', 'sukses', 'hedeh']","['order', 'gak', 'pernah', 'sukses', 'hedeh']","['order', 'no', 'ever', 'success', 'hedeh']",
"Hallo Maxim, saya daritadi tidak dpt kode verifikasi nya ???? Gmna ini","['hallo', 'maxim', 'saya', 'daritadi', 'tidak', 'dpt', 'kode', 'verifikasi', 'nya', 'gmna', 'ini']","['hallo', 'maxim', 'daritadi', 'dpt', 'kode', 'verifikasi', 'nya', 'gmna']","['hello', 'maxim', 'from earlier', 'get', 'code', 'verification', 'it', 'how']",
"Kalau tujuan tidak ditemukan di maps mending di cancel, pengalaman saya order tapi alamat tujuan tidak terdeteksi akhirnya bayar pas sampai tujuan tarifnya selisih banyak dengan aplikasi sebelah. Saran mending cancel kalau alamat tujuan tidak bisa dideteksi karena nanti mahal tarifnya","['kalau', 'tujuan', 'tidak', 'ditemukan', 'di', 'maps', 'mending', 'di', 'cancel', 'pengalaman', 'saya', 'order', 'tapi', 'alamat', 'tujuan', 'tidak', 'terdeteksi', 'akhirnya', 'bayar', 'pas', 'sampai', 'tujuan', 'tarifnya', 'selisih', 'banyak', 'dengan', 'aplikasi', 'sebelah', 'saran', 'mending', 'cancel', 'kalau', 'alamat', 'tujuan', 'tidak', 'bisa', 'dideteksi', 'karena', 'nanti', 'mahal', 'tarifnya']","['kalau', 'tuju', 'temu', 'maps', 'mending', 'cancel', 'alam', 'order', 'alamat', 'tuju', 'deteksi', 'akhir', 'bayar', 'pas', 'tuju', 'tarif', 'selisih', 'banyak', 'aplikasi', 'belah', 'saran', 'mending', 'cancel', 'kalau', 'alamat', 'tuju', 'deteksi', 'mahal', 'tarif']","['If', 'go to', 'Meet', 'Maps', 'Mending', 'Cancel', 'Alam', 'Order', 'Order', 'Address', 'Terpuju', 'Detection', 'End', ','Pay ',' right ',' go to ',' tariff ',' difference ',' many ',' application ',' split ',' suggestions', 'mending', 'cancel', 'if', 'address', 'go to', 'detection', 'expensive', 'tariff']",
Kadang susah buat cari titik pickup,"['kadang', 'susah', 'buat', 'cari', 'titik', 'pickup']","['kadang', 'susah', 'buat', 'cari', 'titik', 'pickup']","['sometimes', 'difficult', 'make', 'find', 'dot', 'pickup']",
Elek Masa aku ngisi e-wallet segini malah kepotong segitu,"['elek', 'masa', 'aku', 'ngisi', 'ewallet', 'segini', 'malah', 'kepotong', 'segitu']","['elek', 'masa', 'aku', 'ngisi', 'ewallet', 'gin', 'malah', 'potong', 'segitu']","['Elek', 'Time', 'I', 'Filling', 'Ewallet', 'Gin', 'In fact', 'cut', 'that' that ']",
Gak asik orang yang maksa banget suruh buat download apk maxik mana focer nya cuma bisa di pake buat transportasi doang,"['gak', 'asik', 'orang', 'yang', 'maksa', 'banget', 'suruh', 'buat', 'download', 'apk', 'maxik', 'mana', 'focer', 'nya', 'cuma', 'bisa', 'di', 'pake', 'buat', 'transportasi', 'doang']","['gak', 'asik', 'orang', 'maksa', 'banget', 'suruh', 'buat', 'download', 'apk', 'maxik', 'mana', 'focer', 'nya', 'cuma', 'pake', 'buat', 'transportasi', 'doang']","['no', 'cool', 'people', 'forgiving', 'really', 'told', 'make', 'download', 'apk', 'maxik', 'where', 'focer', ','',' just ',' use ',' Create ',' Transportation ',' Doang ']",positif
Penipu di SMP ymik,"['penipu', 'di', 'smp', 'ymik']","['tipu', 'smp', 'ymik']","['trickery', 'junior high school', 'ymik']",
Kenapa ya order lama banget. Kek. Asu,"['kenapa', 'ya', 'order', 'lama', 'banget', 'kek', 'asu']","['order', 'lama', 'banget', 'kek', 'asu']","['order', 'old', 'really', 'kek', 'asu']",
Susah jarak 15km ga ketemu ...maximal jarak berapa bos,"['susah', 'jarak', 'km', 'ga', 'ketemu', 'maximal', 'jarak', 'berapa', 'bos']","['susah', 'jarak', 'km', 'ga', 'ketemu', 'maximal', 'jarak', 'berapa', 'bos']","['difficult', 'distance', 'km', 'no', 'meet', 'maximum', 'distance', 'how much', 'boss']",
Login ya susah amat,"['login', 'ya', 'susah', 'amat']","['login', 'susah']","['login', 'difficult']",
Maxim sangat jelek untuk segi keamanan di daerah saya sukabumi bnyak kasus delive barang tidak sampai dan dimaling driver pihak maxim tidak ada tanggung jawabnya.. mnding pake gojek grab aja yg lebih jelas dan aman ini aplikasi abal2 mana driver sma yg d aplikasi selalu berbeda dan plat no motor beda,"['maxim', 'sangat', 'jelek', 'untuk', 'segi', 'keamanan', 'di', 'daerah', 'saya', 'sukabumi', 'bnyak', 'kasus', 'delive', 'barang', 'tidak', 'sampai', 'dan', 'dimaling', 'driver', 'pihak', 'maxim', 'tidak', 'ada', 'tanggung', 'jawabnya', 'mnding', 'pake', 'gojek', 'grab', 'aja', 'yg', 'lebih', 'jelas', 'dan', 'aman', 'ini', 'aplikasi', 'abal', 'mana', 'driver', 'sma', 'yg', 'd', 'aplikasi', 'selalu', 'berbeda', 'dan', 'plat', 'no', 'motor', 'beda']","['maxim', 'sangat', 'jelek', 'segi', 'aman', 'daerah', 'sukabumi', 'bnyak', 'kasus', 'delive', 'barang', 'maling', 'driver', 'pihak', 'maxim', 'tanggung', 'jawab', 'mnding', 'pake', 'gojek', 'grab', 'aja', 'yg', 'lebih', 'jelas', 'aman', 'aplikasi', 'abal', 'mana', 'driver', 'sma', 'yg', 'd', 'aplikasi', 'selalu', 'beda', 'plat', 'no', 'motor', 'beda']","['Maxim', 'very', 'ugly', 'aspects', 'safe', 'regional', 'sukabumi', 'many', 'cases', 'delive', 'delive', 'goods', 'thieves', ','Drivers', 'parties',' Maxim ',' responsibility ',' answer ',' MNding ',' use ',' Gojek ',' Grab ',' Just ',' Yang ',' More ',' Clear ', 'safe', 'application', 'abal', 'where', 'driver', 'high school', 'YG', 'D', 'Application', 'Always', 'Different', 'Plate', ''No ',' Motor ',' Different ']",positif
Awokawok diskon 10% taunya,"['awokawok', 'diskon', 'taunya']","['awokawok', 'diskon', 'tau']","['Awokawok', 'discount', 'know']",
"Tolong maps nya diperbaiki Pasang titik penjemputan, eh di maps titiknya malah jadi jauh banget","['tolong', 'maps', 'nya', 'diperbaiki', 'pasang', 'titik', 'penjemputan', 'eh', 'di', 'maps', 'titiknya', 'malah', 'jadi', 'jauh', 'banget']","['maps', 'nya', 'baik', 'pasang', 'titik', 'jemput', 'eh', 'maps', 'titik', 'malah', 'jadi', 'jauh', 'banget']","['maps', 'it', 'good', 'install', 'point', 'pick up', 'eh', 'maps', 'point', 'instead', 'so', 'far', ','very']",
Susah di gunakan,"['susah', 'di', 'gunakan']","['susah', 'guna']","['difficult', 'Guna']",
Resiko orderan fiktif nya banyak dikarenakan tidak tercantum foto costumer maupun no hp costumernya jadi mudah untuk bikin orderan fiktif,"['resiko', 'orderan', 'fiktif', 'nya', 'banyak', 'dikarenakan', 'tidak', 'tercantum', 'foto', 'costumer', 'maupun', 'no', 'hp', 'costumernya', 'jadi', 'mudah', 'untuk', 'bikin', 'orderan', 'fiktif']","['resiko', 'order', 'fiktif', 'nya', 'banyak', 'karena', 'cantum', 'foto', 'costumer', 'maupun', 'no', 'hp', 'costumernya', 'jadi', 'mudah', 'bikin', 'order', 'fiktif']","['risk', 'order', 'fictitious',' its', 'many', 'because', 'cantum', 'photo', 'costumer', 'and', 'no', 'no', 'hp', 'The customer ',' so ',' easy ',' make ',' order ',' fictitious']",positif
"Aplikasinya sih murah ongkirnya, Kalau buat anak kos laper tengah malam duit lg pas-pasan,mau keluar gada kendaraan, siap aja tahan laper sampai besok, mustahil bisa order makanan KL Lo ordernya sedikit, manja sekali Kurirnya. Mau aplikasi ijo duit ngepres, mau keluar gada motor, giliran ada aplikasi murah, beeehhhh......ampun dah","['aplikasinya', 'sih', 'murah', 'ongkirnya', 'kalau', 'buat', 'anak', 'kos', 'laper', 'tengah', 'malam', 'duit', 'lg', 'paspasanmau', 'keluar', 'gada', 'kendaraan', 'siap', 'aja', 'tahan', 'laper', 'sampai', 'besok', 'mustahil', 'bisa', 'order', 'makanan', 'kl', 'lo', 'ordernya', 'sedikit', 'manja', 'sekali', 'kurirnya', 'mau', 'aplikasi', 'ijo', 'duit', 'ngepres', 'mau', 'keluar', 'gada', 'motor', 'giliran', 'ada', 'aplikasi', 'murah', 'beeehhhhampun', 'dah']","['aplikasi', 'sih', 'murah', 'ongkirnya', 'kalau', 'buat', 'anak', 'kos', 'laper', 'tengah', 'malam', 'duit', 'lg', 'paspasanmau', 'keluar', 'gada', 'kendara', 'siap', 'aja', 'tahan', 'laper', 'besok', 'mustahil', 'order', 'makan', 'kl', 'lo', 'order', 'sedikit', 'manja', 'sekali', 'kurir', 'mau', 'aplikasi', 'ijo', 'duit', 'ngepres', 'mau', 'keluar', 'gada', 'motor', 'gilir', 'aplikasi', 'murah', 'beeehhhhampun', 'dah']","['Applications',' anyway ',' cheap ',' postage ',' if ',' make ',' children ',' boarding ',' hungry ',' middle ',' night ',' money ','LG ',' Paspasanmau ',' out ',' Gada ',' Kendara ',' Ready ',' Just ',' Hold ',' Laper ',' Tomorrow ',' Impossible ',' Order ',' Eat ', 'kl', 'lo', 'order', 'a little', 'spoiled', 'once', 'courier', 'want', 'application', 'ijo', 'money', 'ngepres', ','Want ',' out ',' Gada ',' Motor ',' Turning ',' Application ',' Cheap ',' Beeehhhhampun ',' Dah ']",positif
Aplikasi buruk,"['aplikasi', 'buruk']","['aplikasi', 'buruk']","['application', 'bad']",
"kalo saat ujan, orderan tidak ada yang mau ambil sebelum pelanggan menggunakan percepat agar biaya bertambah, licik.","['kalo', 'saat', 'ujan', 'orderan', 'tidak', 'ada', 'yang', 'mau', 'ambil', 'sebelum', 'pelanggan', 'menggunakan', 'percepat', 'agar', 'biaya', 'bertambah', 'licik']","['kalo', 'ujan', 'order', 'mau', 'ambil', 'langgan', 'guna', 'cepat', 'biaya', 'tambah', 'licik']","['If', 'test', 'order', 'want', 'take', 'Langsan', 'Guna', 'fast', 'cost', 'added', 'cunning']",
Klo mau ke lok tujuan milih lewat map tuh ga bisa di klik lokasi nya,"['klo', 'mau', 'ke', 'lok', 'tujuan', 'milih', 'lewat', 'map', 'tuh', 'ga', 'bisa', 'di', 'klik', 'lokasi', 'nya']","['klo', 'mau', 'lok', 'tuju', 'milih', 'lewat', 'map', 'tuh', 'ga', 'klik', 'lokasi', 'nya']","['If', 'want', 'lok', 'go to', 'choose', 'through', 'map', 'tuh', 'no', 'click', 'location', 'it']",
"Aplikasi nya sangat jelek Maxim mobil 10k Jagan coba"" download","['aplikasi', 'nya', 'sangat', 'jelek', 'maxim', 'mobil', 'k', 'jagan', 'coba', 'download']","['aplikasi', 'nya', 'sangat', 'jelek', 'maxim', 'mobil', 'k', 'jagan', 'coba', 'download']","['application', '', 'very', 'ugly', 'maxim', 'car', 'car', 'k', 'jagan', 'try', 'download']",
Bagus,['bagus'],['bagus'],['Good'],
"Aplikasi brengsek,. Saldo di kaspro gak bisa dipakek,..","['aplikasi', 'brengsek', 'saldo', 'di', 'kaspro', 'gak', 'bisa', 'dipakek']","['aplikasi', 'brengsek', 'saldo', 'kaspro', 'gak', 'dipakek']","['application', 'jerk', 'balance', 'kaspro', 'no', 'used']",
Driver nya pada bnyak gaya kali broo.. kalo mau ongkos besar jgn Bawak ojol.. Bawak trevel jancokk.. ni mentang2 ongkos kecil nggk ada yg mau Nerima orderan... Kasih peringatan tuh driver yg kyk bgt admin..,"['driver', 'nya', 'pada', 'bnyak', 'gaya', 'kali', 'broo', 'kalo', 'mau', 'ongkos', 'besar', 'jgn', 'bawak', 'ojol', 'bawak', 'trevel', 'jancokk', 'ni', 'mentang', 'ongkos', 'kecil', 'nggk', 'ada', 'yg', 'mau', 'nerima', 'orderan', 'kasih', 'peringatan', 'tuh', 'driver', 'yg', 'kyk', 'bgt', 'admin']","['driver', 'nya', 'bnyak', 'gaya', 'kali', 'broo', 'kalo', 'mau', 'ongkos', 'besar', 'jgn', 'bawak', 'ojol', 'bawak', 'trevel', 'jancokk', 'ni', 'mentang', 'ongkos', 'kecil', 'nggk', 'yg', 'mau', 'nerima', 'order', 'kasih', 'ingat', 'tuh', 'driver', 'yg', 'kyk', 'bgt', 'admin']","['driver', '', 'many', 'style', 'times', 'broo', 'if', 'want', 'fare', 'big', 'don't', 'Bawak', ',', ',', ',', ','Ojol ',' Bawak ',' Trevel ',' Jancokk ',' Ni ',' Mentang ',' Cost ',' Small ',' Nggk ',' Yang ',' Want ',' Little ',' Order ', 'love', 'remember', 'tuh', 'driver', 'YG', 'Kyk', 'Bgt', 'Admin']",positif
"Driver Kebanyakan Sok Nolak Orderan ,terutama Drivel mobil kalo antar jemputnya dekat, kalo untuk delivery Food kalo udah mencapai 50-100k Kebanyakan mintak batalkan karena alasan gak bawa duit,pntk lah driverny","['driver', 'kebanyakan', 'sok', 'nolak', 'orderan', 'terutama', 'drivel', 'mobil', 'kalo', 'antar', 'jemputnya', 'dekat', 'kalo', 'untuk', 'delivery', 'food', 'kalo', 'udah', 'mencapai', 'k', 'kebanyakan', 'mintak', 'batalkan', 'karena', 'alasan', 'gak', 'bawa', 'duitpntk', 'lah', 'driverny']","['driver', 'banyak', 'sok', 'nolak', 'order', 'utama', 'drivel', 'mobil', 'kalo', 'antar', 'jemput', 'dekat', 'kalo', 'delivery', 'food', 'kalo', 'udah', 'capai', 'k', 'banyak', 'mintak', 'batal', 'alas', 'gak', 'bawa', 'duitpntk', 'lah', 'driverny']","['Driver', 'many', 'pretentious',' refuse ',' order ',' main ',' drivel ',' car ',' if ',' intercourse ',' pick up ',' close ','If ',' delivery ',' food ',' if ',' already ',' tired ',' k ',' many ',' ask ',' canceled ',' alas', 'no', 'bring', 'moneypntk', 'lah', 'driverny']",negatif
